co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
252.55,0,1.37,30.87,0.15,4.37,4.74,0.47,4/13/2025 20:00
237.57,0,1.23,29.53,0.13,3.93,4.3,0.48,4/13/2025 21:00
226.59,0,1.13,28.58,0.12,3.61,4,0.49,4/13/2025 22:00
213.44,0,1.03,27.9,0.1,3.18,3.55,0.45,4/13/2025 23:00
201.51,0,1.01,27.3,0.11,2.75,3.13,0.41,4/14/2025 0:00
198.92,0.03,1.08,26.9,0.13,2.6,3.04,0.38,4/14/2025 1:00
189.83,0.05,1,27.4,0.13,2.27,2.68,0.33,4/14/2025 2:00
182.32,0.06,0.78,28.57,0.11,2.13,2.48,0.27,4/14/2025 3:00
173.29,0.05,0.46,31.17,0.07,1.92,2.14,0.16,4/14/2025 4:00
176.84,0.04,0.33,33.56,0.05,2.14,2.3,0.13,4/14/2025 5:00
182.14,0.03,0.29,35.26,0.05,2.6,2.74,0.12,4/14/2025 6:00
186.2,0.05,0.26,37,0.05,3.22,3.37,0.13,4/14/2025 7:00
189.9,0.05,0.32,38.47,0.07,3.79,3.99,0.17,4/14/2025 8:00
194.47,0.05,0.43,39.53,0.09,4.19,4.43,0.22,4/14/2025 9:00
201.51,0.03,0.64,39.99,0.14,4.36,4.72,0.33,4/14/2025 10:00
203.49,0,0.8,39.55,0.17,4.13,4.61,0.39,4/14/2025 11:00
205.64,0,0.84,39.3,0.19,3.88,4.48,0.43,4/14/2025 12:00
213.49,0,0.92,38.96,0.21,3.74,4.64,0.5,4/14/2025 13:00
214.8,0,0.95,38.53,0.2,3.45,4.53,0.49,4/14/2025 14:00
211.72,0,0.94,37.49,0.18,3.1,4.27,0.47,4/14/2025 15:00
207.72,0,0.95,35.88,0.19,2.8,4,0.46,4/14/2025 16:00
203.65,0,0.99,34.07,0.22,2.59,3.81,0.45,4/14/2025 17:00
196.79,0,1,32.41,0.25,2.4,3.6,0.42,4/14/2025 18:00
183.73,0,0.95,31.06,0.27,2.12,3.14,0.39,4/14/2025 19:00
178.41,0,0.98,29.9,0.31,2.15,3.11,0.38,4/14/2025 20:00
179.04,0,1.06,29.08,0.36,2.4,3.4,0.37,4/14/2025 21:00
186.99,0,1.19,28.77,0.44,2.94,3.95,0.36,4/14/2025 22:00
200.11,0,1.38,28.81,0.52,3.67,4.73,0.38,4/14/2025 23:00
208.43,0,1.52,28.97,0.57,4.21,5.33,0.43,4/15/2025 0:00
219.63,0.03,1.7,29.09,0.61,4.76,6.04,0.47,4/15/2025 1:00
220.75,0.08,1.67,30.03,0.58,4.87,6.22,0.48,4/15/2025 2:00
209.41,0.11,1.4,32.06,0.48,4.52,5.79,0.46,4/15/2025 3:00
173.04,0.08,0.88,33.78,0.3,3.26,4.31,0.4,4/15/2025 4:00
144.02,0.05,0.57,34.33,0.19,2.32,3.28,0.35,4/15/2025 5:00
126,0.03,0.42,34.65,0.14,1.89,2.88,0.31,4/15/2025 6:00
110.08,0.02,0.34,34.62,0.1,1.56,2.66,0.27,4/15/2025 7:00
98.94,0.02,0.3,34.15,0.09,1.34,2.59,0.24,4/15/2025 8:00
92.78,0.01,0.29,33.6,0.09,1.23,2.62,0.22,4/15/2025 9:00
89.56,0,0.3,33.01,0.09,1.19,2.67,0.21,4/15/2025 10:00
88.3,0,0.31,32.24,0.1,1.19,2.77,0.21,4/15/2025 11:00
88.44,0,0.31,31.42,0.1,1.2,2.89,0.23,4/15/2025 12:00
92.58,0,0.37,30.46,0.13,1.29,3.29,0.29,4/15/2025 13:00
97.59,0,0.46,29.72,0.16,1.45,3.83,0.36,4/15/2025 14:00
103.92,0,0.6,29.16,0.19,1.65,4.38,0.43,4/15/2025 15:00
112.24,0,0.78,28.86,0.22,1.9,4.87,0.49,4/15/2025 16:00
119.15,0,0.9,28.96,0.24,2.13,5.15,0.52,4/15/2025 17:00
122.56,0,0.91,29.07,0.23,2.33,5.37,0.52,4/15/2025 18:00
119.51,0,0.8,29.24,0.21,2.34,5.29,0.48,4/15/2025 19:00
116.04,0,0.69,29.19,0.19,2.28,5.1,0.45,4/15/2025 20:00
114.84,0,0.61,29.01,0.17,2.26,4.94,0.43,4/15/2025 21:00
114.9,0,0.56,28.93,0.17,2.28,4.81,0.43,4/15/2025 22:00
114.93,0,0.53,28.81,0.17,2.3,4.71,0.43,4/15/2025 23:00
116,0.01,0.54,28.73,0.19,2.31,4.66,0.46,4/16/2025 0:00
122.3,0.09,0.57,29.29,0.23,2.51,4.93,0.51,4/16/2025 1:00
127.33,0.12,0.54,31.43,0.26,2.71,5.11,0.57,4/16/2025 2:00
128.14,0.1,0.42,35.03,0.26,2.98,5.2,0.62,4/16/2025 3:00
123.9,0.07,0.3,37.68,0.24,3.31,5.22,0.63,4/16/2025 4:00
120.56,0.05,0.24,38.62,0.23,3.77,5.5,0.63,4/16/2025 5:00
114.77,0.04,0.21,38.28,0.21,4.01,5.62,0.6,4/16/2025 6:00
105.89,0.03,0.19,36.39,0.17,3.61,5.08,0.51,4/16/2025 7:00
97.82,0.03,0.18,34.22,0.15,3.05,4.47,0.43,4/16/2025 8:00
91.5,0.02,0.2,32.3,0.14,2.51,3.96,0.37,4/16/2025 9:00
87.17,0.01,0.26,30.42,0.13,2.03,3.52,0.33,4/16/2025 10:00
85.51,0,0.31,28.98,0.14,1.72,3.23,0.32,4/16/2025 11:00
85.41,0,0.32,28.13,0.14,1.56,3.07,0.31,4/16/2025 12:00
97.12,0,0.57,26.79,0.22,1.67,3.34,0.49,4/16/2025 13:00
115.61,0,0.92,25.32,0.32,1.94,3.9,0.8,4/16/2025 14:00
129.7,0,1.18,24.38,0.37,2.18,4.34,1.07,4/16/2025 15:00
141.2,0,1.39,23.67,0.41,2.42,4.76,1.3,4/16/2025 16:00
150.7,0,1.5,22.89,0.4,2.71,5.07,1.34,4/16/2025 17:00
149.42,0,1.41,22.95,0.33,2.84,4.97,1.15,4/16/2025 18:00
111.22,0,0.78,26.18,0.17,1.9,3.06,0.53,4/16/2025 19:00
106.81,0,0.69,27.13,0.14,1.66,2.6,0.43,4/16/2025 20:00
111.43,0,0.76,27.41,0.15,1.72,2.61,0.43,4/16/2025 21:00
121.68,0,0.92,27.37,0.19,2,2.96,0.48,4/16/2025 22:00
135.66,0,1.17,27.08,0.26,2.46,3.57,0.55,4/16/2025 23:00
147.63,0.01,1.43,26.77,0.34,2.88,4.15,0.61,4/17/2025 0:00
165.82,0.05,1.81,26.66,0.44,3.51,5.06,0.67,4/17/2025 1:00
175.34,0.12,1.89,27.76,0.49,3.9,5.62,0.68,4/17/2025 2:00
173.53,0.16,1.6,30.31,0.46,4.03,5.76,0.67,4/17/2025 3:00
177.99,0.16,1.49,33.61,0.47,4.46,6.37,0.78,4/17/2025 4:00
186.25,0.17,1.52,37.34,0.54,5.07,7.18,1.06,4/17/2025 5:00
187.76,0.17,1.45,41.15,0.6,5.49,7.63,1.31,4/17/2025 6:00
182.02,0.15,1.33,44.37,0.62,5.63,7.68,1.42,4/17/2025 7:00
170.99,0.11,1.35,43.39,0.58,5.33,7.21,1.35,4/17/2025 8:00
154.56,0.08,1.26,40.26,0.46,4.69,6.27,1.05,4/17/2025 9:00
123.57,0.01,0.77,35.97,0.25,3.43,4.38,0.5,4/17/2025 10:00
114.15,0,0.7,34.13,0.21,2.68,3.44,0.39,4/17/2025 11:00
109.54,0,0.64,33.35,0.18,2.27,2.98,0.38,4/17/2025 12:00
106.99,0,0.61,32.64,0.17,2.02,2.7,0.38,4/17/2025 13:00
106.4,0,0.6,31.94,0.16,1.91,2.58,0.41,4/17/2025 14:00
107.38,0,0.6,31.29,0.16,1.88,2.57,0.46,4/17/2025 15:00
116.04,0,0.77,30.32,0.22,2.07,2.91,0.69,4/17/2025 16:00
132.28,0,1.09,29.12,0.3,2.48,3.52,1.06,4/17/2025 17:00
150.89,0,1.41,27.86,0.35,3.01,4.3,1.42,4/17/2025 18:00
157.56,0,1.47,26.85,0.38,3.21,4.58,1.64,4/17/2025 19:00
152.73,0,1.36,26.04,0.37,3.05,4.33,1.63,4/17/2025 20:00
143.94,0,1.18,25.43,0.36,2.74,3.83,1.39,4/17/2025 21:00
132.52,0,0.99,25.39,0.32,2.28,3.13,0.96,4/17/2025 22:00
135.21,0,1.13,24.38,0.33,2.22,3.16,1.02,4/17/2025 23:00
145.29,0.02,1.52,23.43,0.42,2.29,3.46,1.24,4/18/2025 0:00
174.66,0.15,2.24,22.39,0.59,2.78,4.32,1.45,4/18/2025 1:00
192.52,0.32,2.45,23.05,0.62,3.05,4.63,1.31,4/18/2025 2:00
178.58,0.29,1.91,26.12,0.47,2.78,3.98,0.91,4/18/2025 3:00
137.97,0.13,0.83,28.92,0.27,2.02,2.63,0.48,4/18/2025 4:00
127.98,0.09,0.53,31.16,0.24,1.93,2.48,0.4,4/18/2025 5:00
122.86,0.07,0.38,32.88,0.22,1.97,2.5,0.37,4/18/2025 6:00
118.26,0.06,0.33,33.61,0.2,1.88,2.37,0.32,4/18/2025 7:00
114.02,0.04,0.35,32.56,0.18,1.59,2.05,0.28,4/18/2025 8:00
110.49,0.03,0.38,31.3,0.16,1.36,1.79,0.25,4/18/2025 9:00
107.97,0.01,0.46,30.03,0.15,1.18,1.56,0.22,4/18/2025 10:00
104.89,0,0.52,28.77,0.14,1.03,1.36,0.19,4/18/2025 11:00
101.98,0,0.52,28.17,0.13,0.94,1.28,0.19,4/18/2025 12:00
104.86,0,0.59,27.75,0.17,0.97,1.43,0.35,4/18/2025 13:00
105.57,0,0.65,27.52,0.17,0.97,1.48,0.4,4/18/2025 14:00
104.53,0,0.66,27.49,0.15,0.93,1.43,0.37,4/18/2025 15:00
107.79,0,0.82,27.04,0.17,0.95,1.53,0.48,4/18/2025 16:00
114.45,0,1.07,26.24,0.2,1.02,1.7,0.72,4/18/2025 17:00
118.21,0,1.19,25.76,0.21,1.07,1.8,0.98,4/18/2025 18:00
120.02,0,1.22,25.68,0.22,1.14,1.93,1.26,4/18/2025 19:00
121.66,0,1.18,25.43,0.22,1.22,2.03,1.43,4/18/2025 20:00
125.4,0,1.16,24.94,0.21,1.34,2.12,1.49,4/18/2025 21:00
130.08,0,1.14,24.4,0.22,1.48,2.22,1.5,4/18/2025 22:00
133.43,0,1.11,23.73,0.22,1.55,2.23,1.42,4/18/2025 23:00
133.8,0.03,1.01,23.17,0.24,1.5,2.14,1.17,4/19/2025 0:00
129.78,0.04,1.11,18.08,0.24,1.17,1.6,0.4,4/20/2025 1:00
134.4,0.1,1.16,18.09,0.27,1.3,1.84,0.44,4/20/2025 2:00
134.28,0.17,0.96,19.51,0.27,1.35,1.94,0.46,4/20/2025 3:00
132.69,0.2,0.53,26.18,0.25,1.84,2.42,0.46,4/20/2025 4:00
131.24,0.11,0.37,32.16,0.23,2.87,3.43,0.45,4/20/2025 5:00
129.17,0.08,0.3,35.52,0.21,3.93,4.46,0.43,4/20/2025 6:00
125.28,0.06,0.29,36.89,0.18,4.31,4.79,0.41,4/20/2025 7:00
119.56,0.05,0.31,36.15,0.16,3.91,4.35,0.37,4/20/2025 8:00
114.9,0.03,0.36,34.46,0.15,3.33,3.73,0.35,4/20/2025 9:00
120.69,0,0.74,31.91,0.2,2.86,3.32,0.46,4/20/2025 10:00
132.95,0,1.29,29.13,0.28,2.55,3.12,0.65,4/20/2025 11:00
138.95,0,1.59,27.14,0.32,2.26,2.94,0.79,4/20/2025 12:00
152.72,0,1.84,24.94,0.42,2.29,3.27,1.27,4/20/2025 13:00
168.68,0,1.98,23.19,0.48,2.5,3.68,1.64,4/20/2025 14:00
170.65,0,1.83,22.62,0.43,2.52,3.62,1.56,4/20/2025 15:00
160.1,0,1.54,22.98,0.33,2.31,3.19,1.22,4/20/2025 16:00
171.91,0,1.81,22.1,0.35,2.54,3.55,1.4,4/20/2025 17:00
173.86,0,1.85,21.66,0.32,2.55,3.5,1.47,4/20/2025 18:00
165.54,0,1.72,21.62,0.28,2.35,3.18,1.47,4/20/2025 19:00
154.92,0,1.57,21.71,0.25,2.09,2.87,1.46,4/20/2025 20:00
146.53,0,1.47,21.7,0.22,1.88,2.64,1.45,4/20/2025 21:00
144.67,0,1.46,21.5,0.21,1.83,2.59,1.43,4/20/2025 22:00
143.78,0,1.45,21.06,0.19,1.78,2.53,1.31,4/20/2025 23:00
141.66,0.01,1.43,20.85,0.2,1.66,2.37,1.02,4/21/2025 0:00
136.25,0.04,1.19,21.27,0.18,1.48,2.01,0.58,4/21/2025 1:00
136,0.09,1.11,21.81,0.19,1.38,1.87,0.45,4/21/2025 2:00
134.07,0.11,0.96,23.01,0.17,1.27,1.74,0.38,4/21/2025 3:00
131.36,0.11,0.81,24.41,0.16,1.25,1.69,0.33,4/21/2025 4:00
135.39,0.1,0.75,26.4,0.17,1.47,1.93,0.34,4/21/2025 5:00
153.16,0.11,0.83,29.29,0.25,2.22,2.91,0.45,4/21/2025 6:00
168.42,0.12,0.83,33.49,0.35,3.22,4.09,0.58,4/21/2025 7:00
167.65,0.08,0.83,35.98,0.37,3.79,4.66,0.61,4/21/2025 8:00
162.5,0.06,0.89,36.65,0.37,3.88,4.68,0.62,4/21/2025 9:00
151.67,0.03,0.96,35.87,0.35,3.26,3.93,0.56,4/21/2025 10:00
143.67,0,1.12,34.77,0.39,2.82,3.45,0.56,4/21/2025 11:00
141.73,0,1.25,34.73,0.49,2.87,3.58,0.63,4/21/2025 12:00
140.9,0,1.29,35.01,0.57,3.03,3.83,0.7,4/21/2025 13:00
138.28,0,1.22,35.11,0.59,3.04,3.85,0.69,4/21/2025 14:00
134.08,0,1.11,35.17,0.6,2.94,3.68,0.62,4/21/2025 15:00
130.34,0,1.02,34.95,0.59,2.8,3.44,0.53,4/21/2025 16:00
132.08,0,1.01,34.69,0.56,2.8,3.44,0.5,4/21/2025 17:00
135.14,0,0.98,34.38,0.52,2.82,3.49,0.46,4/21/2025 18:00
135.56,0,0.96,34.19,0.5,2.8,3.47,0.46,4/21/2025 19:00
142.83,0,1.06,33.62,0.52,3.12,3.96,0.57,4/21/2025 20:00
151.16,0,1.16,32.82,0.53,3.47,4.51,0.67,4/21/2025 21:00
159,0,1.22,32.17,0.53,3.8,4.96,0.71,4/21/2025 22:00
156.77,0,1.17,32.22,0.49,3.71,4.78,0.62,4/21/2025 23:00
151.63,0.02,1.07,32.61,0.44,3.45,4.34,0.51,4/22/2025 0:00
150.79,0.11,0.89,33.31,0.38,3.31,4.17,0.45,4/22/2025 1:00
147.39,0.13,0.71,35.2,0.33,3.26,4.08,0.44,4/22/2025 2:00
138.12,0.1,0.48,37.76,0.27,3.29,3.98,0.38,4/22/2025 3:00
125.3,0.07,0.3,39.09,0.2,3.3,3.82,0.3,4/22/2025 4:00
113.03,0.05,0.2,37.93,0.14,3.03,3.39,0.22,4/22/2025 5:00
106.28,0.04,0.16,36.48,0.1,2.88,3.15,0.18,4/22/2025 6:00
104.63,0.04,0.18,35.89,0.1,2.88,3.13,0.18,4/22/2025 7:00
106.29,0.05,0.28,35.94,0.12,2.96,3.24,0.23,4/22/2025 8:00
107.44,0.04,0.41,35.16,0.14,2.79,3.1,0.28,4/22/2025 9:00
107.84,0.02,0.56,33.39,0.15,2.45,2.76,0.3,4/22/2025 10:00
105.59,0,0.61,31.34,0.15,2.07,2.37,0.28,4/22/2025 11:00
102.63,0,0.51,29.64,0.13,1.74,2.08,0.26,4/22/2025 12:00
117.53,0,0.81,27.39,0.23,1.88,2.8,0.53,4/22/2025 13:00
143.4,0,1.37,24.89,0.37,2.38,4.27,0.98,4/22/2025 14:00
166,0,1.86,22.88,0.46,2.9,5.7,1.35,4/22/2025 15:00
187.05,0,2.3,21.23,0.49,3.46,6.6,1.48,4/22/2025 16:00
199.11,0,2.49,20.35,0.43,3.87,6.82,1.33,4/22/2025 17:00
189.79,0,2.2,20.96,0.33,3.77,6.15,1.06,4/22/2025 18:00
117.15,0,0.73,24.73,0.12,1.58,2.28,0.32,4/22/2025 19:00
109.03,0,0.55,24.93,0.09,1.27,1.77,0.24,4/22/2025 20:00
108.81,0,0.52,24.81,0.08,1.24,1.69,0.24,4/22/2025 21:00
109.58,0,0.51,24.73,0.08,1.28,1.73,0.26,4/22/2025 22:00
107.21,0,0.46,24.63,0.08,1.19,1.61,0.26,4/22/2025 23:00
104.3,0,0.47,24.5,0.09,1.06,1.46,0.25,4/23/2025 0:00
105.34,0.01,0.58,24.21,0.12,1.01,1.44,0.26,4/23/2025 1:00
100.2,0.03,0.52,24.07,0.11,0.82,1.15,0.21,4/23/2025 2:00
92.86,0.04,0.39,23.82,0.09,0.65,0.89,0.16,4/23/2025 3:00
86.12,0.03,0.28,23.26,0.07,0.51,0.71,0.12,4/23/2025 4:00
82.72,0.03,0.25,22.11,0.07,0.5,0.64,0.12,4/23/2025 5:00
81.16,0.03,0.25,20.94,0.07,0.5,0.65,0.13,4/23/2025 6:00
86.59,0.02,0.52,19.38,0.14,0.5,0.98,0.25,4/23/2025 7:00
97.09,0.03,0.95,17.76,0.24,0.59,1.45,0.46,4/23/2025 8:00
107.42,0.02,1.35,16.71,0.32,0.7,1.74,0.62,4/23/2025 9:00
118.43,0.02,1.79,15.79,0.39,0.78,1.87,0.71,4/23/2025 10:00
123.17,0.01,1.94,15.15,0.39,0.8,1.83,0.68,4/23/2025 11:00
113.82,0.01,1.55,15.26,0.29,0.72,1.56,0.5,4/23/2025 12:00
91.52,0,0.71,16.15,0.13,0.5,0.92,0.23,4/23/2025 13:00
87.88,0,0.55,16.18,0.1,0.5,0.78,0.2,4/23/2025 14:00
86.01,0,0.47,16.16,0.08,0.5,0.7,0.18,4/23/2025 15:00
84.58,0,0.42,16,0.07,0.5,0.65,0.18,4/23/2025 16:00
87.33,0,0.49,15.72,0.09,0.5,0.72,0.27,4/23/2025 17:00
92.46,0.01,0.61,15.35,0.11,0.53,0.85,0.43,4/23/2025 18:00
92.48,0,0.61,15.25,0.1,0.53,0.82,0.44,4/23/2025 19:00
91.83,0,0.58,15.15,0.1,0.52,0.78,0.43,4/23/2025 20:00
92.32,0,0.58,15.1,0.09,0.52,0.76,0.42,4/23/2025 21:00
95.39,0,0.63,15,0.09,0.56,0.81,0.41,4/23/2025 22:00
97.23,0,0.66,15,0.08,0.6,0.84,0.36,4/23/2025 23:00
99.17,0.01,0.71,15,0.09,0.61,0.88,0.33,4/24/2025 0:00
105.89,0.06,0.85,14.91,0.12,0.7,1.06,0.32,4/24/2025 1:00
104.46,0.11,0.72,15.38,0.12,0.62,0.93,0.3,4/24/2025 2:00
100.56,0.13,0.57,16.48,0.12,0.57,0.86,0.27,4/24/2025 3:00
93.64,0.09,0.45,17.78,0.11,0.51,0.8,0.24,4/24/2025 4:00
87.08,0.06,0.39,18.26,0.09,0.5,0.69,0.2,4/24/2025 5:00
82.38,0.03,0.38,18.28,0.08,0.5,0.58,0.15,4/24/2025 6:00
79.3,0.02,0.35,18.22,0.07,0.5,0.5,0.12,4/24/2025 7:00
78.61,0.02,0.35,18.09,0.08,0.5,0.51,0.12,4/24/2025 8:00
79.58,0.02,0.39,18.07,0.09,0.5,0.59,0.14,4/24/2025 9:00
82.36,0.01,0.51,17.93,0.12,0.5,0.71,0.18,4/24/2025 10:00
86.41,0,0.67,17.65,0.15,0.5,0.9,0.24,4/24/2025 11:00
88.98,0,0.74,17.49,0.18,0.5,1.13,0.31,4/24/2025 12:00
90.77,0,0.77,17.36,0.18,0.53,1.23,0.35,4/24/2025 13:00
91.18,0,0.74,17.35,0.17,0.53,1.2,0.35,4/24/2025 14:00
91.51,0,0.71,17.36,0.15,0.53,1.17,0.35,4/24/2025 15:00
96.43,0,0.85,16.88,0.18,0.62,1.34,0.49,4/24/2025 16:00
105.84,0,1.14,16.24,0.22,0.77,1.61,0.78,4/24/2025 17:00
115.58,0.01,1.54,15.63,0.24,0.96,1.93,1.07,4/24/2025 18:00
120.32,0,1.69,15.39,0.25,1.09,2.16,1.34,4/24/2025 19:00
120.69,0,1.59,15.21,0.24,1.15,2.24,1.39,4/24/2025 20:00
120.61,0.01,1.55,15.01,0.2,1.23,2.22,1.16,4/24/2025 21:00
104.78,0.01,1.09,15.94,0.12,0.92,1.52,0.55,4/24/2025 22:00
102.27,0,1,16.07,0.1,0.87,1.37,0.44,4/24/2025 23:00
102.48,0.01,0.97,16.1,0.11,0.84,1.35,0.43,4/25/2025 0:00
108.44,0.09,1.12,16.03,0.14,0.93,1.51,0.44,4/25/2025 1:00
106.5,0.13,0.97,16.76,0.15,0.84,1.39,0.41,4/25/2025 2:00
101.99,0.11,0.78,18,0.13,0.76,1.24,0.36,4/25/2025 3:00
95.07,0.09,0.58,19.28,0.12,0.65,1.06,0.31,4/25/2025 4:00
89.54,0.07,0.42,20.39,0.11,0.57,0.92,0.27,4/25/2025 5:00
85.7,0.06,0.32,21.24,0.1,0.51,0.82,0.23,4/25/2025 6:00
82.95,0.05,0.27,21.68,0.09,0.5,0.73,0.19,4/25/2025 7:00
81.21,0.04,0.26,21.47,0.08,0.5,0.65,0.16,4/25/2025 8:00
80.69,0.04,0.29,21.13,0.08,0.5,0.6,0.15,4/25/2025 9:00
83.06,0.03,0.41,20.63,0.1,0.5,0.62,0.17,4/25/2025 10:00
88.95,0.01,0.69,20.04,0.15,0.5,0.75,0.25,4/25/2025 11:00
95.82,0,0.92,19.33,0.2,0.51,0.96,0.38,4/25/2025 12:00
111.7,0,1.27,18.37,0.34,0.73,1.63,0.86,4/25/2025 13:00
116.75,0,1.41,17.94,0.38,0.86,1.95,1.08,4/25/2025 14:00
114.33,0,1.35,17.97,0.34,0.88,1.92,1.03,4/25/2025 15:00
126.29,0,1.65,17.21,0.36,1.14,2.35,1.16,4/25/2025 16:00
162.72,0.01,2.63,15.61,0.47,1.94,3.69,1.73,4/25/2025 17:00
207.29,0.01,3.72,13.99,0.57,3.1,5.39,2.52,4/25/2025 18:00
241.09,0.01,4.42,13.02,0.61,4.07,6.63,3.11,4/25/2025 19:00
256.93,0.01,4.62,12.74,0.58,4.59,7.12,3.14,4/25/2025 20:00
251.43,0,4.26,13.27,0.51,4.54,6.75,2.68,4/25/2025 21:00
192.07,0,2.68,15.36,0.35,3.01,4.42,1.6,4/25/2025 22:00
179.35,0,2.16,15.89,0.29,2.72,3.97,1.23,4/25/2025 23:00
177.09,0.1,1.74,16.33,0.27,2.57,3.73,0.97,4/26/2025 0:00
175.71,0.34,1.23,18.31,0.27,2.66,3.69,0.75,4/26/2025 1:00
184.89,0.35,1.12,23.55,0.28,3.29,4.28,0.69,4/26/2025 2:00
184.05,0.23,0.85,31.62,0.26,4.2,5.05,0.64,4/26/2025 3:00
178.6,0.13,0.62,37.74,0.22,5.22,5.92,0.58,4/26/2025 4:00
172.33,0.08,0.53,39.84,0.18,5.71,6.27,0.5,4/26/2025 5:00
167.04,0.04,0.52,39.8,0.16,5.78,6.27,0.44,4/26/2025 6:00
162.32,0.02,0.74,37.88,0.17,5.35,5.89,0.49,4/26/2025 7:00
168.39,0.02,1.16,36.38,0.24,5.17,5.88,0.68,4/26/2025 8:00
176.56,0.02,1.55,35.57,0.32,5.15,6.04,0.93,4/26/2025 9:00
185.4,0.01,1.91,35.22,0.44,5.18,6.35,1.25,4/26/2025 10:00
189.08,0,2,34.54,0.5,5.14,6.54,1.39,4/26/2025 11:00
179.91,0,1.61,34.66,0.43,5,6.45,1.23,4/26/2025 12:00
158.63,0,0.8,37.18,0.24,4.7,5.82,0.79,4/26/2025 13:00
162.92,0,0.69,38.47,0.2,4.83,6,0.7,4/26/2025 14:00
175.18,0,0.78,39.43,0.2,5.12,6.34,0.69,4/26/2025 15:00
186.27,0,0.92,39.97,0.23,5.28,6.48,0.71,4/26/2025 16:00
204.41,0,1.15,39.86,0.29,5.89,7.22,0.74,4/26/2025 17:00
225.1,0,1.39,39.38,0.36,6.72,8.23,0.8,4/26/2025 18:00
228.26,0,1.4,39,0.39,6.93,8.48,0.82,4/26/2025 19:00
215.3,0,1.24,38.44,0.38,6.66,8.19,0.82,4/26/2025 20:00
195.86,0,1.03,38.03,0.35,6.31,7.8,0.81,4/26/2025 21:00
168.14,0,0.76,37.4,0.29,5.68,7.1,0.71,4/26/2025 22:00
148.52,0,0.6,36.26,0.26,5.1,6.49,0.64,4/26/2025 23:00
137.82,0.02,0.54,34.76,0.26,4.71,6.12,0.59,4/27/2025 0:00
133.93,0.08,0.5,33.51,0.29,4.5,6.01,0.58,4/27/2025 1:00
129.4,0.08,0.44,33.4,0.29,4.34,5.95,0.56,4/27/2025 2:00
123.4,0.06,0.37,33.53,0.29,4.2,5.92,0.54,4/27/2025 3:00
117.39,0.05,0.3,33.68,0.29,4.08,5.87,0.52,4/27/2025 4:00
112.25,0.04,0.26,33.76,0.27,3.9,5.77,0.5,4/27/2025 5:00
106.61,0.04,0.24,33.51,0.24,3.54,5.48,0.45,4/27/2025 6:00
100.68,0.03,0.23,32.9,0.21,3.02,5.02,0.39,4/27/2025 7:00
97.33,0.04,0.23,32.54,0.19,2.74,4.79,0.36,4/27/2025 8:00
96.17,0.05,0.26,32.39,0.19,2.68,4.82,0.34,4/27/2025 9:00
96.53,0.05,0.34,32.12,0.19,2.68,4.99,0.32,4/27/2025 10:00
98.62,0.01,0.48,31.47,0.2,2.73,5.29,0.33,4/27/2025 11:00
101.31,0,0.53,31.16,0.23,2.83,5.64,0.34,4/27/2025 12:00
105.59,0,0.6,30.97,0.27,3.01,6.03,0.38,4/27/2025 13:00
106.73,0,0.63,30.47,0.28,2.96,6.05,0.39,4/27/2025 14:00
105,0,0.64,29.94,0.27,2.67,5.75,0.37,4/27/2025 15:00
103.73,0,0.67,29.46,0.26,2.45,5.73,0.38,4/27/2025 16:00
106.52,0,0.78,29.31,0.27,2.56,6.33,0.42,4/27/2025 17:00
107.73,0,0.85,29.38,0.27,2.66,6.8,0.46,4/27/2025 18:00
105.02,0,0.81,29.87,0.26,2.61,6.99,0.47,4/27/2025 19:00
101.1,0,0.71,30.74,0.24,2.46,6.9,0.47,4/27/2025 20:00
98.32,0,0.64,31.56,0.22,2.32,6.7,0.47,4/27/2025 21:00
95.82,0,0.57,32.7,0.2,2.19,6.42,0.46,4/27/2025 22:00
93.44,0,0.51,33.81,0.2,2.07,6.13,0.44,4/27/2025 23:00
92.62,0.01,0.49,34.81,0.21,2,5.95,0.44,4/28/2025 0:00
94.87,0.08,0.47,35.63,0.23,2,5.9,0.47,4/28/2025 1:00
96.68,0.1,0.41,37.57,0.25,2.07,5.9,0.51,4/28/2025 2:00
96.29,0.08,0.3,39.99,0.24,2.27,5.93,0.51,4/28/2025 3:00
96.43,0.05,0.22,41.66,0.23,2.71,6.2,0.52,4/28/2025 4:00
99.02,0.05,0.21,42.59,0.25,3.49,7.03,0.6,4/28/2025 5:00
99.43,0.05,0.21,42.8,0.25,4.08,7.65,0.64,4/28/2025 6:00
96.82,0.05,0.2,42.54,0.24,4.17,7.76,0.6,4/28/2025 7:00
93.72,0.04,0.22,42.03,0.22,3.89,7.57,0.51,4/28/2025 8:00
90.37,0.03,0.26,41.67,0.21,3.41,7.33,0.42,4/28/2025 9:00
87.16,0.01,0.32,41.79,0.19,2.9,7.3,0.33,4/28/2025 10:00
87.21,0,0.39,42.74,0.2,2.76,7.86,0.32,4/28/2025 11:00
88.56,0,0.45,43.77,0.22,2.82,8.65,0.33,4/28/2025 12:00
91.76,0,0.53,43.99,0.25,3.03,9.5,0.36,4/28/2025 13:00
96.3,0,0.64,43.62,0.3,3.37,10.51,0.42,4/28/2025 14:00
104.34,0,0.83,42.92,0.39,3.92,11.81,0.51,4/28/2025 15:00
115.94,0,1.09,42.13,0.51,4.55,13.01,0.64,4/28/2025 16:00
127.8,0,1.32,41.82,0.63,5.18,14,0.76,4/28/2025 17:00
